gbifID,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,license,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,rightsHolder,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,subfamily,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceAboveSurface,distanceAboveSurfaceAccuracy,distanceFromCentroidInMeters,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,eventType
4067200384,,,,,,,,,,,,,,,,,,,,,,,,,,37546207,,,,,,,,,,CC_BY_NC_4_0,,,2023-03-17T02:04:11Z,,,https://www.inaturalist.org/observations/37546207,,,,,Rafael Silva,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/37546207,37546207,,Rafael Silva,,,,,,,no evidence of flowering,,,,,,PRESENT,,,,,,,,Travesseiro-de-sogra,,,,,,,,,,,2019-05-23T12:38:00,12:38:00-03:00,,,2019,5,23,23-05-19 12:38,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,Rio Paranaíba,,,,,,,,-19.198041,-46.236862,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83421849,,,,Rafael Silva,,2020-01-13T03:12:38,,,,191671,,,,,,,,Discocactus catingicola Buining & Brederoo,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Discocactus,Discocactus,,,catingicola,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T12:57:10.971Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,7282141,7282141,6,7707728,220,422,2519,8022255,,7282141,Discocactus catingicola,Discocactus catingicola Buining & Brederoo,Discocactus catingicola,,DWC_ARCHIVE,2023-07-06T12:57:10.971Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.646_2,Rio Paranaíba,,,LC,
4067150756,,,,,,,,,,,,,,,,,,,,,,,,,,150730013,,,,,,,,,,CC_BY_NC_4_0,,,2023-03-15T22:22:23Z,,,https://www.inaturalist.org/observations/150730013,,,,,volmirpichek,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/150730013,150730013,,volmirpichek,,,,,,,flowering,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2023-03-10T10:38:04,10:38:04-03:00,,,2023,3,10,2023-03-10 10:38:04-03:00,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Rua do Bancário, Uberlândia, MG, BR",,,,,,,,-18.939612,-48.312072,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341496468,,,,Rony Ristow,,2023-03-15T13:43:29,,,,166501,,,,,,,,Pereskia grandifolia Haw.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Pereskia,Pereskia,,,grandifolia,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:10:41.840Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,5384214,5384214,6,7707728,220,422,2519,3084442,,5384214,Pereskia grandifolia,Pereskia grandifolia Haw.,Pereskia grandifolia,,DWC_ARCHIVE,2023-07-06T13:10:41.840Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.825_2,Uberlândia,,,LC,
4063112793,,,,,,,,,,,,,,,,,,,,,,,,,,150659887,,,,,,,,,,CC_BY_NC_4_0,,,2023-04-08T18:12:09Z,,,https://www.inaturalist.org/observations/150659887,,,,,Agente Itallo,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 30810m to protect threatened taxon,,,https://www.inaturalist.org/observations/150659887,150659887,,Agente Itallo,,,,,,,flowering|fruiting|flower budding,,,,,,PRESENT,,,,,,,,Arrojadoa eriocaulis,,,,,,,,,,,2022-04-07T08:23:33,08:23:33-03:00,,,2022,4,7,07-04-22 8:23,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Minas Gerais, BR",,,,,,,,-16.418357,-42.916576,30810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339905352,,,,Timothy Grover,,2023-03-09T15:51:46,,,Based on Observer's note.,189483,,,,,,,,Arrojadoa eriocaulis Buining & Brederoo,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Arrojadoa,Arrojadoa,,,eriocaulis,,,SPECIES,,,,SYNONYM,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:10:22.831Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,7282760,5623966,6,7707728,220,422,2519,3231933,,7282786,Arrojadoa dinae,Arrojadoa dinae subsp. eriocaulis (Buining & Brederoo) N.P.Taylor & Zappi,Arrojadoa eriocaulis,,DWC_ARCHIVE,2023-07-06T13:10:22.831Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.316_2,Grão Mogol,,,EN,
4063111439,,,,,,,,,,,,,,,,,,,,,,,,,,117652000,,,,,,,,,,CC_BY_NC_4_0,,,2023-04-07T01:09:02Z,,,https://www.inaturalist.org/observations/117652000,,,,,Francisco Severo Neto,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 30357m to protect threatened taxon,,,https://www.inaturalist.org/observations/117652000,117652000,,Francisco Severo Neto,,,,,,,no evidence of flowering,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2017-03-27T09:00:00,09:00:00-04:00,,,2017,3,27,27-03-17 9:00,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Mato Grosso do Sul,,,,"Mato Grosso do Sul, BR",,,,,,,,-21.67618,-57.624428,30357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264019728,,,,cactus-d,,2022-05-26T14:33:06,,,,191672,,,,,,,,Discocactus heptacanthus (Rodr.) Britton & Rose,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Discocactus,Discocactus,,,heptacanthus,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:08:17.661Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,7282040,7282040,6,7707728,220,422,2519,8022255,,7282040,Discocactus heptacanthus,Discocactus heptacanthus (Rodr.) Britton & Rose,Discocactus heptacanthus,,DWC_ARCHIVE,2023-07-06T13:08:17.661Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.11_1,Mato Grosso do Sul,BRA.11.63_2,Porto Murtinho,,,NT,
4062876787,,,,,,,,,,,,,,,,,,,,,,,,,,150658893,,,,,,,,,,CC_BY_NC_4_0,,,2023-04-08T18:11:41Z,,,https://www.inaturalist.org/observations/150658893,,,,,Agente Itallo,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 30810m to protect threatened taxon,,,https://www.inaturalist.org/observations/150658893,150658893,,Agente Itallo,,,,,,,,,,,,,PRESENT,,,,,,,,Micranthocereus auri azureus,,,,,,,,,,,2022-09-22T17:29:13,17:29:13-03:00,,,2022,9,22,22-09-22 17:29,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Minas Gerais, BR",,,,,,,,-16.421602,-42.926033,30810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340228692,,,,Martin Lowry,,2023-03-10T12:05:12,,,,185883,,,,,,,,Micranthocereus auriazureus Buining & Brederoo,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Micranthocereus,Micranthocereus,,,auriazureus,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T12:49:57.752Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,5792942,5792942,6,7707728,220,422,2519,7280082,,5792942,Micranthocereus auriazureus,Micranthocereus auriazureus Buining & Brederoo,Micranthocereus auriazureus,,DWC_ARCHIVE,2023-07-06T12:49:57.752Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.316_2,Grão Mogol,,,EN,
4062656783,,,,,,,,,,,,,,,,,,,,,,,,,,150657812,,,,,,,,,,CC_BY_NC_4_0,,,2023-04-08T18:11:52Z,,,https://www.inaturalist.org/observations/150657812,,,,,Agente Itallo,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/150657812,150657812,,Agente Itallo,,,,,,,,,,,,,PRESENT,,,,,,,,Cipocereus minensis,,,,,,,,,,,2022-10-15T11:01:22,11:01:22-03:00,,,2022,10,15,15-10-22 11:01,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Grão Mogol, MG, 39570-000, Brasil",,,,,,,,-16.561927,-42.892204,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340228825,,,,Martin Lowry,,2023-03-10T12:06:43,,,,1403399,,,,,,,,Cipocereus minensis subsp. leiocarpus N.P.Taylor & Zappi,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Cipocereus,Cipocereus,,,minensis,leiocarpus,,SUBSPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:10:14.438Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,3942120,3942120,6,7707728,220,422,2519,7279912,,7279921,Cipocereus minensis,Cipocereus minensis subsp. leiocarpus N.P.Taylor & Zappi,Cipocereus minensis leiocarpus,,DWC_ARCHIVE,2023-07-06T13:10:14.438Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.316_2,Grão Mogol,,,,
4054964079,,,,,,,,,,,,,,,,,,,,,,,,,,150337762,,,,,,,,,,CC_BY_NC_4_0,,,2023-03-05T22:44:09Z,,,https://www.inaturalist.org/observations/150337762,,,,,claudioconsonni,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/150337762,150337762,,claudioconsonni,,,,,,,fruiting,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2023-02-24T00:00:00,,,,2023,2,24,24-02-23,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Lagamar, MG, 38785-000, Brasil",,,,,,,,-18.249034,-46.759744,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338827058,,,,claudioconsonni,,2023-03-05T20:06:27,,,,191896,,,,,,,,Epiphyllum phyllanthus (L.) Haw.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Epiphyllum,Epiphyllum,,,phyllanthus,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T12:50:17.074Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,5384030,5384030,6,7707728,220,422,2519,3084180,,5384030,Epiphyllum phyllanthus,Epiphyllum phyllanthus (L.) Haw.,Epiphyllum phyllanthus,,DWC_ARCHIVE,2023-07-06T12:50:17.074Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.424_2,Lagamar,,,LC,
4046220641,,,,,,,,,,,,,,,,,,,,,,,,,,148913678,,,,,,,,,,CC0_1_0,,,2023-02-24T20:23:49Z,,,https://www.inaturalist.org/observations/148913678,,,,,Ben P,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/148913678,148913678,,Ben P,,,,,,,no evidence of flowering,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2023-02-11T17:34:00,17:34:00-03:00,,,2023,2,11,11-02-23 17:34,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Botumirim - State of Minas Gerais, 39596-000, Brazil",,,,,,,,-17.131369,-43.086536,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335169341,,,,Martin Lowry,,2023-02-19T11:02:14,,,,1403399,,,,,,,,Cipocereus minensis subsp. leiocarpus N.P.Taylor & Zappi,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Cipocereus,Cipocereus,,,minensis,leiocarpus,,SUBSPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:10:21.577Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,3942120,3942120,6,7707728,220,422,2519,7279912,,7279921,Cipocereus minensis,Cipocereus minensis subsp. leiocarpus N.P.Taylor & Zappi,Cipocereus minensis leiocarpus,,DWC_ARCHIVE,2023-07-06T13:10:21.577Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.91_2,Botumirim,,,,
4039480900,,,,,,,,,,,,,,,,,,,,,,,,,,149320783,,,,,,,,,,CC0_1_0,,,2023-02-21T15:52:10Z,,,https://www.inaturalist.org/observations/149320783,,,,,Ben P,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 30780m to protect threatened taxon,,,https://www.inaturalist.org/observations/149320783,149320783,,Ben P,,,,,,,flowering,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2023-02-18T07:37:00,07:37:00-03:00,,,2023,2,18,18-02-23 7:37,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Minas Gerais, BR",,,,,,,,-16.809872,-43.169336,30780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335717706,,,,Martin Lowry,,2023-02-21T15:32:10,,,,442098,,,,,,,,Pilosocereus fulvilanatus (Buining & Brederoo) F.Ritter,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Pilosocereus,Pilosocereus,,,fulvilanatus,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:10:08.774Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,7284441,7284441,6,7707728,220,422,2519,3084370,,7284441,Pilosocereus fulvilanatus,Pilosocereus fulvilanatus (Buining & Brederoo) F.Ritter,Pilosocereus fulvilanatus,,DWC_ARCHIVE,2023-07-06T13:10:08.774Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.364_2,Itacambira,,,NT,
4039366835,,,,,,,,,,,,,,,,,,,,,,,,,,148762475,,,,,,,,,,CC_BY_NC_4_0,,,2023-02-15T18:27:48Z,,,https://www.inaturalist.org/observations/148762475,,,,,najualb,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/148762475,148762475,,najualb,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2023-02-14T12:04:16,12:04:16-03:00,,,2023,2,14,Tue Feb 14 2023 12:04:16 GMT -0300 (GMT),,,,,,,,,,,SOUTH_AMERICA,,,,BR,Distrito Federal,,,,Brasília,,,,,,,,-15.655591,-47.857327,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333893144,,,,najualb,,2023-02-14T15:06:56,,,,119900,,,,,,,,Rhipsalis baccifera (J.S.Muell.) Stearn,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Rhipsalis,Rhipsalis,,,baccifera,,,SPECIES,,,,SYNONYM,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T12:49:43.183Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,3084036,11172812,6,7707728,220,422,2519,3084035,,3945795,Rhipsalis parasitica,Rhipsalis parasitica subsp. parasitica,Rhipsalis baccifera,,DWC_ARCHIVE,2023-07-06T12:49:43.183Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.7_1,Distrito Federal,BRA.7.1_2,Brasília,,,LC,
4039266173,,,,,,,,,,,,,,,,,,,,,,,,,,148910884,,,,,,,,,,CC0_1_0,,,2023-03-14T23:21:32Z,,,https://www.inaturalist.org/observations/148910884,,,,,Ben P,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 30764m to protect threatened taxon,,,https://www.inaturalist.org/observations/148910884,148910884,,Ben P,,,,,,,no evidence of flowering,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2023-02-11T09:41:00,09:41:00-03:00,,,2023,2,11,11-02-23 9:41,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Minas Gerais, BR",,,,,,,,-17.023122,-43.076713,30764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334501959,,,,Martin Lowry,,2023-02-16T22:37:38,,,,191675,,,,,,,,Discocactus pseudoinsignis N.P.Taylor & Zappi,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Discocactus,Discocactus,,,pseudoinsignis,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:09:54.483Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,3950225,3950225,6,7707728,220,422,2519,8022255,,3950225,Discocactus pseudoinsignis,Discocactus pseudoinsignis N.P.Taylor & Zappi,Discocactus pseudoinsignis,,DWC_ARCHIVE,2023-07-06T13:09:54.483Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.91_2,Botumirim,,,EN,
4039261163,,,,,,,,,,,,,,,,,,,,,,,,,,149348271,,,,,,,,,,CC_BY_NC_4_0,,,2023-03-14T23:21:43Z,,,https://www.inaturalist.org/observations/149348271,,,,,daniesser,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 30780m to protect threatened taxon,,,https://www.inaturalist.org/observations/149348271,149348271,,daniesser,,,,,,,no evidence of flowering,,,,,,PRESENT,,,,,,,,Discocactus pseudoinsignis,,,,,,,,,,,2019-06-11T07:27:00,07:27:00-03:00,,,2019,6,11,11-06-19 7:27,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Minas Gerais, BR",,,,,,,,-16.927689,-42.849718,30780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335777005,,,,daniesser,,2023-02-21T20:22:08,,,,191675,,,,,,,,Discocactus pseudoinsignis N.P.Taylor & Zappi,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Discocactus,Discocactus,,,pseudoinsignis,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:10:07.297Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,3950225,3950225,6,7707728,220,422,2519,8022255,,3950225,Discocactus pseudoinsignis,Discocactus pseudoinsignis N.P.Taylor & Zappi,Discocactus pseudoinsignis,,DWC_ARCHIVE,2023-07-06T13:10:07.297Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.91_2,Botumirim,,,EN,
4039210097,,,,,,,,,,,,,,,,,,,,,,,,,,148910881,,,,,,,,,,CC0_1_0,,,2023-02-17T14:45:59Z,,,https://www.inaturalist.org/observations/148910881,,,,,Ben P,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 30764m to protect threatened taxon,,,https://www.inaturalist.org/observations/148910881,148910881,,Ben P,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2023-02-11T09:17:00,09:17:00-03:00,,,2023,2,11,11-02-23 9:17,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Minas Gerais, BR",,,,,,,,-17.193049,-43.011331,30764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334502079,,,,Martin Lowry,,2023-02-16T22:38:01,,,,442098,,,,,,,,Pilosocereus fulvilanatus (Buining & Brederoo) F.Ritter,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Pilosocereus,Pilosocereus,,,fulvilanatus,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T13:10:09.049Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,7284441,7284441,6,7707728,220,422,2519,3084370,,7284441,Pilosocereus fulvilanatus,Pilosocereus fulvilanatus (Buining & Brederoo) F.Ritter,Pilosocereus fulvilanatus,,DWC_ARCHIVE,2023-07-06T13:10:09.049Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.819_2,Turmalina,,,NT,
4039188099,,,,,,,,,,,,,,,,,,,,,,,,,,148971214,,,,,,,,,,CC0_1_0,,,2023-04-08T18:19:24Z,,,https://www.inaturalist.org/observations/148971214,,,,,Ben P,,,,,,,,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 30780m to protect threatened taxon,,,https://www.inaturalist.org/observations/148971214,148971214,,Ben P,,,,,,,fruiting,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,2023-02-14T09:12:00,09:12:00-03:00,,,2023,2,14,14-02-23 9:12,,,,,,,,,,,SOUTH_AMERICA,,,,BR,Minas Gerais,,,,"Minas Gerais, BR",,,,,,,,-16.858156,-43.182634,30780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334642019,,,,Ben P,,2023-02-17T15:17:49,,,,442098,,,,,,,,Pilosocereus fulvilanatus (Buining & Brederoo) F.Ritter,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,Pilosocereus,Pilosocereus,,,fulvilanatus,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-07-06T12:49:43.041Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,true,false,7284441,7284441,6,7707728,220,422,2519,3084370,,7284441,Pilosocereus fulvilanatus,Pilosocereus fulvilanatus (Buining & Brederoo) F.Ritter,Pilosocereus fulvilanatus,,DWC_ARCHIVE,2023-07-06T12:49:43.041Z,2023-07-06T03:28:07.194Z,true,,BRA,Brazil,BRA.13_1,Minas Gerais,BRA.13.364_2,Itacambira,,,NT,
